Type of alternative energy used - hydropower (water use),Town,State of the lighting network - bad,refArea,Existence of alternative energy - exists,State of the lighting network - acceptable,State of the power grid - good,Existence of alternative energy - does not exist,Observation URI,State of the power grid - bad,publisher,Type of alternative energy used - solar energy,State of the lighting network - good,dataset,Type of alternative energy used - wind energy,references,State of the power grid - acceptable,Type of alternative energy used - other
0,Bourj Hammoud,0,http://dbpedia.org/resource/Matn_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bourj+Hammoud,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Bourjein,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bourjein,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Boussit,1,http://dbpedia.org/resource/Zgharta_District,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Boussit,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Boustane,1,http://dbpedia.org/resource/Tyre_District,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Boustane,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Boustane Heresh,0,https://dbpedia.org/page/Akkar_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Boustane+Heresh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Boutchay,0,http://dbpedia.org/resource/Baabda_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Boutchay,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Bqaa Kafra,0,http://dbpedia.org/resource/Bsharri_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bqaa+Kafra,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Bqaa Sefrine,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bqaa+Sefrine,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Bqaatouta,0,http://dbpedia.org/resource/Keserwan_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bqaatouta,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Bqarsouna,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bqarsouna,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Bqerqacha,1,http://dbpedia.org/resource/Bsharri_District,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bqerqacha,1,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Bqerzla,0,https://dbpedia.org/page/Akkar_Governorate,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bqerzla,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Bqosta,0,http://dbpedia.org/resource/Sidon_District,0,1,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bqosta,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Braiqeaa,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Braiqeaa,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Bramiyeh,0,http://dbpedia.org/resource/Sidon_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bramiyeh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Breissat,0,http://dbpedia.org/resource/Bsharri_District,0,1,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Breissat,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Brih,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Brih,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Brital,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Brital,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Broummana El-Matn,0,http://dbpedia.org/resource/Matn_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Broummana+El-Matn,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Bsaba Baabda,0,http://dbpedia.org/resource/Baabda_District,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bsaba+Baabda,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Bsaba Ech-Chouf,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bsaba+Ech-Chouf,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Bsalim,0,http://dbpedia.org/resource/Matn_District,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bsalim,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Bsalya,0,https://dbpedia.org/page/South_Governorate,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bsalya,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Bsarma,0,https://dbpedia.org/page/North_Governorate,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bsarma,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Bsous,0,http://dbpedia.org/resource/Aley_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bsous,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Btaaboura,0,https://dbpedia.org/page/North_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Btaaboura,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Btalloun,0,http://dbpedia.org/resource/Aley_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Btalloun,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Btater,0,http://dbpedia.org/resource/Aley_District,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Btater,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Btedaai,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Btedaai,0,Impact Open Data,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Btedine El-Leqch,0,https://dbpedia.org/page/South_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Btedine+El-Leqch,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Bteghrine,0,http://dbpedia.org/resource/Matn_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bteghrine,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Btekhnay,0,http://dbpedia.org/resource/Baabda_District,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Btekhnay,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Btermaz,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Btermaz,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Bterram,0,https://dbpedia.org/page/North_Governorate,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bterram,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Btouratij,0,https://dbpedia.org/page/North_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Btouratij,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Byaqout,0,http://dbpedia.org/resource/Matn_District,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Byaqout,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Bzal,0,https://dbpedia.org/page/Akkar_Governorate,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bzal,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Bziza,0,https://dbpedia.org/page/North_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bziza,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Bzoummar,0,http://dbpedia.org/resource/Keserwan_District,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Bzoummar,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Chaaitiyeh-Malkiyah,0,http://dbpedia.org/resource/Tyre_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chaaitiyeh-Malkiyah,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Chaat,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chaat,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Chadra,0,https://dbpedia.org/page/Akkar_Governorate,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chadra,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Chahtoul,0,http://dbpedia.org/resource/Keserwan_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chahtoul,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Chamaa,0,http://dbpedia.org/resource/Tyre_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chamaa,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Chamate,0,http://dbpedia.org/resource/Byblos_District,0,1,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chamate,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Chanay,0,http://dbpedia.org/resource/Aley_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chanay,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Chane,1,https://dbpedia.org/page/Akkar_Governorate,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chane,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Chaouiyeh,0,http://dbpedia.org/resource/Matn_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chaouiyeh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Chaqdouf,0,https://dbpedia.org/page/Akkar_Governorate,0,1,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chaqdouf,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Charbila,0,https://dbpedia.org/page/Akkar_Governorate,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Charbila,0,Impact Open Data,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Charbine El-Hermel,0,http://dbpedia.org/resource/Hermel_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Charbine+El-Hermel,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Charoun,0,http://dbpedia.org/resource/Aley_District,0,1,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Charoun,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Charqiyeh,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Charqiyeh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Chartoun,1,http://dbpedia.org/resource/Aley_District,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chartoun,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Chebaa,1,http://dbpedia.org/resource/Hasbaya_District,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chebaa,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Chehabiyeh,0,http://dbpedia.org/resource/Tyre_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chehabiyeh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Chehabiyeh Faour,1,http://dbpedia.org/resource/ZahlÃ©_District,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chehabiyeh+Faour,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,Chehour,0,http://dbpedia.org/resource/Tyre_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chehour,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Cheikh Ayash,1,https://dbpedia.org/page/Akkar_Governorate,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Cheikh+Ayash,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Cheikh Mohammad,0,https://dbpedia.org/page/Akkar_Governorate,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Cheikh+Mohammad,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Cheikh Taba,0,https://dbpedia.org/page/Akkar_Governorate,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Cheikh+Taba,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Cheikh Zennad,1,https://dbpedia.org/page/Akkar_Governorate,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Cheikh+Zennad,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Cheikhlar,0,https://dbpedia.org/page/Akkar_Governorate,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Cheikhlar,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Chhim,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chhim,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Chibtine,0,http://dbpedia.org/resource/Batroun_District,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chibtine,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Chihine,1,http://dbpedia.org/resource/Tyre_District,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chihine,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Chikhane,1,http://dbpedia.org/resource/Byblos_District,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chikhane,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Chikka,0,http://dbpedia.org/resource/Batroun_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chikka,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Chimlane,0,http://dbpedia.org/resource/Aley_District,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chimlane,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Chiyah,0,http://dbpedia.org/resource/Baabda_District,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chiyah,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Chlifa,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chlifa,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Chmistar,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chmistar,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Chnanaair,0,http://dbpedia.org/resource/Keserwan_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chnanaair,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Choualiq Jezzine,1,https://dbpedia.org/page/South_Governorate,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Choualiq+Jezzine,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Chouaya Hasbaiya,0,http://dbpedia.org/resource/Hasbaya_District,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chouaya+Hasbaiya,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Chouaya Maten,0,http://dbpedia.org/resource/Matn_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chouaya+Maten,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Choueifat El-Aamrousiyeh,0,http://dbpedia.org/resource/Aley_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Choueifat+El-Aamrousiyeh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Chouit,0,http://dbpedia.org/resource/Baabda_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chouit,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Choukine,1,https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Choukine,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Chourit,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chourit,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Chtaura,1,http://dbpedia.org/resource/ZahlÃ©_District,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Chtaura,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Daghleh,0,https://dbpedia.org/page/Akkar_Governorate,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Daghleh,0,Impact Open Data,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
